cik,as_of,label,days_to_event,signal,confidence,risk_score,risk_probability,steps,terminated_because,verification_passed,tools_called,baseline_seen,rationale,residual,evidence
1467373,2025-01-01,0,,healthy,0.9,2.0,0.02,11,model_finished,1,available_periods|check_going_concern|get_filing_events|get_metric|get_metric|get_metric|get_metric|get_metric|get_trend|get_trend|get_peer_comparison,0,"The company exhibits strong financial health across multiple dimensions. It has a healthy quick ratio, exceptional interest coverage, and consistent profitability (ROA). There are no auditor going-concern doubts, no material weaknesses, and no recent credit-related filing events. While total liabilities were not tagged in the filings (preventing the calculation of the O-score and liabilities-to-assets ratio), the available metrics provide a high degree of confidence in the company's stability.",,quick_ratio=1.099 | interest_coverage=162.727 | return_on_assets=0.129
1510295,2025-01-01,0,,healthy,1.0,2.0,0.02,9,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_prior_distress_events,0,"The company exhibits strong financial health across all key metrics. It has a very low Ohlson O-score, healthy liquidity (quick ratio > 1), strong interest coverage, and positive profitability (ROA). Furthermore, there are no auditor going-concern doubts, no material weaknesses in internal controls, and no recent credit-related filing events or prior distress history.",,ohlson_o_score=-8.526898615530785 | quick_ratio=1.1322084367245657 | liabilities_to_assets=0.6348401502552712 | interest_coverage=10.953962264150944 | return_on_assets=0.11258678637468454
1652044,2025-01-01,0,,healthy,1.0,2.0,0.02,8,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_trend,0,"The company exhibits strong financial health across all key metrics. It has high liquidity (Quick Ratio 2.1), very low leverage (Liabilities to Assets 0.3), and exceptional debt-servicing capacity (Interest Coverage 273.68). Profitability is robust and improving (ROA 18%). Furthermore, there are no auditor going-concern warnings, no material weaknesses, and no credit-related 8-K filing events. The Ohlson O-Score is deeply negative, further confirming a very low probability of distress.",,ohlson_o_score=-12.75 | quick_ratio=2.1 | interest_coverage=273.68 | liabilities_to_assets=0.3 | return_on_assets=0.18
1687229,2025-01-01,0,,healthy,0.9,8.0,0.08,12,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_prior_distress_events|get_trend|get_trend|get_peer_comparison,0,"The company exhibits strong financial stability and improving profitability. Return on Assets (ROA) has grown steadily for five consecutive years. The liabilities-to-assets ratio is moderate and stable. There are no auditor going-concern doubts, no material weaknesses, and no credit-related filing events (8-Ks) in the lookback period. While some liquidity metrics (quick ratio) were unavailable due to missing 'current' asset/liability tags, the overall solvency and profitability trends indicate a very low risk of bankruptcy.",,liabilities_to_assets=0.4698 | return_on_assets=0.027
1731289,2025-01-01,1,49,severe_risk,0.9,87.0,0.87,16,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|get_trend|get_trend|check_going_concern|get_filing_events|get_prior_distress_events|get_metric|get_metric|get_metric|check_going_concern|get_filing_events,0,"The company is in severe financial distress. The most critical indicator is the explicit 'going concern' doubt in the latest 10-Q (filed 2024-10-31), where the company admits substantial doubt about its ability to continue and a critical need for additional capital that may not be available. This is supported by a delisting notice (8-K 3.01) and a change in certifying accountants (8-K 4.01), both of which are strong red flags for imminent bankruptcy. Financially, the Return on Assets is deeply negative (-75.8%), showing the company is losing money rapidly relative to its asset base. While the quick ratio is currently 1.96, the combination of the auditor's warning and the operational collapse makes bankruptcy highly likely within the next 12 months.",,return_on_assets=-0.757953244952179 | ohlson_o_score=-3.771203273019203 | quick_ratio=1.960069971742181
1758057,2025-01-01,1,348,severe_risk,0.9,82.0,0.82,10,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_trend|get_metric|get_metric|check_going_concern|get_filing_events|get_prior_distress_events,0,"The company exhibits severe fundamental distress: it is technically insolvent (liabilities to assets = 1.44), deeply unprofitable (ROA = -1.11), and cannot service its debt (interest coverage = -50.99). While a very high quick ratio (4.04) provides a temporary liquidity cushion, the recent delisting notice (Oct 2024) and late filing notice (Nov 2024) are critical warning signs of operational and regulatory collapse. The consistent deterioration of the leverage ratio over five years suggests a long-term decline. Despite the lack of a formal 'going concern' qualification in the latest 10-Q, the combination of insolvency and listing failures makes a bankruptcy filing within 12 months highly likely once the remaining liquidity is exhausted.",,liabilities_to_assets=1.4386 | quick_ratio=4.035 | return_on_assets=-1.115 | interest_coverage=-50.987 | ohlson_o_score=0.352
1772695,2025-01-01,1,158,watch,0.8,38.0,0.38,12,model_finished,1,available_periods|check_going_concern|get_filing_events|get_metric|get_metric|get_metric|get_metric|get_metric|get_trend|get_trend|get_peer_comparison|get_line_item,0,"The company exhibits concerning financial trends, specifically a sharp decline in liquidity (Quick Ratio dropped by over 50% since 2021), persistent negative profitability (ROA), and high leverage (Liabilities/Assets of 0.81). However, these are balanced by the absence of auditor going-concern doubts, no recent credit-related filing events, and a low Ohlson O-score. This profile suggests a company that requires close monitoring due to deteriorating fundamentals, but is not yet in a state of severe distress.",,quick_ratio=0.719144301245695 | return_on_assets=-0.0368540753697369 | liabilities_to_assets=0.812281329350018 | ohlson_o_score=-5.08612760058593
1779020,2025-01-01,1,76,severe_risk,1.0,95.0,0.95,10,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|get_trend|get_trend|check_going_concern|get_filing_events,0,"The company is in severe distress. Despite a high quick ratio, the auditor has issued a 'substantial doubt' going concern warning. More critically, the company has experienced multiple delisting notices in 2024, a late filing notice, and a covenant breach/acceleration of financial obligations in December 2024. The long-term trend of negative interest coverage and ROA confirms a failing business model. The combination of a covenant breach and going concern doubt makes a bankruptcy petition within 12 months highly likely.",,ohlson_o_score=-5.1766 | quick_ratio=5.2641 | interest_coverage=-13.9577 | return_on_assets=-0.2227
1804591,2025-01-01,1,82,severe_risk,0.9,85.0,0.85,10,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|get_trend|check_going_concern|get_filing_events|get_prior_distress_events,0,"The company is in severe distress. The most critical evidence is the explicit 'going concern' doubt stated in the latest 10-Q filing, where the company evaluated conditions and found substantial doubt about its ability to continue as a going concern within one year. This is further supported by four separate 8-K filings (code 3.01) regarding delisting notices between November 2023 and October 2024. While the quick ratio remains above 1.0, the combination of the auditor's going concern warning, repeated delisting notices, and a deteriorating negative return on assets indicates a very high probability of bankruptcy or severe restructuring within the next 12 months.",,ohlson_o_score=-0.7207891948276667 | quick_ratio=1.907186780909598 | liabilities_to_assets=0.5229358726816764 | return_on_assets=-1.6871449285998072
1830210,2025-01-01,1,83,insufficient_evidence,0.0,,0.5,14,retries_exhausted,0,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|get_trend|get_trend|check_going_concern|get_filing_events|get_metric|get_metric|get_filing_events|check_going_concern,0,failed deterministic checks after 3 attempts: evidence cites 'n_events' but no tool call produced it; every figure must come from a tool,failed deterministic checks after 3 attempts: evidence cites 'n_events' but no tool call produced it; every figure must come from a tool,
1850838,2025-01-01,1,40,severe_risk,0.9,92.0,0.92,9,model_finished,1,available_periods|check_going_concern|get_metric|get_metric|get_metric|get_metric|get_trend|get_filing_events|get_metric,0,"The company is in severe credit distress. The auditor has explicitly expressed 'substantial doubt' about the company's ability to continue as a going concern in the latest 10-Q, citing obstacles in raising required funds. This is corroborated by catastrophic financial metrics: a return on assets of -47.67% and an interest coverage ratio of -55.67, indicating the company cannot service its debt from operations. While the quick ratio is currently 3.35, the trend shows a precipitous drop from 19.13 in 2021, signaling rapid cash depletion. The combination of an auditor's warning, massive losses, and failing liquidity trends makes a bankruptcy filing within 12 months highly likely.",,return_on_assets=-0.4767 | interest_coverage=-55.67 | quick_ratio=3.35 | ohlson_o_score=-2.66
1893311,2025-01-01,1,256,severe_risk,1.0,95.0,0.95,8,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events,0,"The company is in severe financial distress. It is balance-sheet insolvent with a liabilities-to-assets ratio of 1.01, and lacks liquidity with a quick ratio of 0.60. It is experiencing significant losses (ROA -27.7%). Most critically, the latest 10-Q explicitly states there is 'substantial doubt about the Company's ability to continue as a going concern' and identifies material weaknesses in internal controls. This is accompanied by a pattern of severe reporting failures: multiple late filings (NT 10-K, NT 10-Q), several delisting notices (8-K 3.01), and a non-reliance notice on previous financial statements (8-K 4.02). The convergence of insolvency, liquidity crisis, auditor warnings, and governance collapse makes bankruptcy highly likely.",,liabilities_to_assets=1.0123453293341997 | quick_ratio=0.5953393465220899 | return_on_assets=-0.27717978814251154 | ohlson_o_score=-3.1935265745296935
7536,2025-04-01,0,,watch,0.8,22.0,0.22,12,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_trend|get_trend|get_metric|get_line_item|get_line_item,0,"The company maintains a healthy quick ratio (1.08), indicating sufficient short-term liquidity to cover obligations. There are no auditor going-concern doubts and no recent credit-related filing events (8-Ks). However, the return on assets (ROA) has shown a consistent downward trend over the last few years, falling from a peak of 6.6% to 1.8%. Additionally, the company reported a material weakness in its internal control over financial reporting. While these factors do not suggest imminent bankruptcy, the combination of declining profitability and control weaknesses warrants a 'watch' status.",,quick_ratio=1.08353367106246 | return_on_assets=0.0180200055088526
78003,2025-04-01,0,,healthy,1.0,2.0,0.02,11,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_prior_distress_events|get_trend|get_trend,0,"The company exhibits strong financial health across multiple indicators. The Ohlson O-score is deeply negative, suggesting a very low probability of distress. Liquidity is stable (quick ratio ~0.92), leverage is moderate (liabilities to assets ~0.59), and the company remains profitable (ROA 3.76%). Furthermore, there are no auditor going-concern warnings, no material weaknesses, and no credit-related filing events in the last 540 days. While ROA has declined from 2022 levels, it has stabilized and remains positive.",,ohlson_o_score=-8.971947940888798 | quick_ratio=0.918874287707873 | liabilities_to_assets=0.5852921329359501 | return_on_assets=0.03763425743687792
101829,2025-04-01,0,,healthy,0.9,5.0,0.05,11,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_trend|get_trend|get_peer_comparison,0,"The company exhibits strong credit characteristics. The Ohlson O-score is very low, indicating a low probability of distress. Interest coverage is healthy at 3.51, and the company is profitable (ROA 2.93%). There are no going concern warnings or material weaknesses in the latest filings, and no credit-related 8-K events. While the quick ratio is below 1.0 and has shown a slight downward trend over the last three years, it remains stable enough that it does not signal imminent liquidity failure. Overall, the risk of bankruptcy within the next 12 months is very low.",,ohlson_o_score=-8.31 | quick_ratio=0.74 | interest_coverage=3.51 | liabilities_to_assets=0.62 | return_on_assets=0.029
105319,2025-04-01,1,35,severe_risk,0.95,92.0,0.92,8,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_trend,0,"The company exhibits extreme financial distress across all key metrics. It is severely insolvent with a liabilities-to-assets ratio of 3.03 and negative equity. Profitability has collapsed, with ROA falling to -62.8% and interest coverage becoming negative (-2.17), meaning it cannot service its debt from operations. The Ohlson O-Score (9.38) is well above the typical distress threshold. Most critically, the company received a delisting notice in March 2025, which often precedes or accompanies bankruptcy filings. While the auditor did not issue a formal going concern qualification in the latest 10-K, the quantitative data and the delisting event point to a very high probability of a bankruptcy petition within the next 12 months.",,ohlson_o_score=9.38 | liabilities_to_assets=3.03 | interest_coverage=-2.17 | return_on_assets=-0.628 | quick_ratio=0.59
723254,2025-04-01,0,,healthy,0.6,3.0,0.03,12,model_finished,1,available_periods|check_going_concern|get_filing_events|get_metric|get_metric|get_metric|get_metric|get_metric|get_line_item|get_line_item|get_trend|get_trend,0,"The company exhibits strong financial health across all available metrics. It has a healthy quick ratio (1.52), exceptional interest coverage (20.5x), and a positive, improving return on assets (17.1%). Furthermore, there are no auditor going-concern doubts, no material weaknesses, and no credit-related filing events (8-Ks) in the lookback period. While total liabilities were not tagged, the strength of the other indicators suggests very low credit risk.","Total liabilities not tagged, preventing calculation of liabilities-to-assets and Ohlson O-Score.",quick_ratio=1.51762491940199 | interest_coverage=20.534375620409 | return_on_assets=0.171406191224015
748790,2025-04-01,1,17,severe_risk,0.95,92.0,0.92,9,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_trend|get_trend,0,"The company is in a state of severe financial distress. Quantitative metrics show a critical liquidity shortage (Quick Ratio 0.03), near-total insolvency (Liabilities/Assets 0.99), and an inability to cover interest expenses (Interest Coverage -22.63). Qualitatively, the latest 10-Q contains an explicit auditor/management 'going concern' warning citing a significant cash shortfall. This is further supported by a pattern of late SEC filings (NT 10-K and NT 10-Q) and reported material weaknesses in internal controls over financial reporting. The combination of these factors indicates a very high probability of bankruptcy within the next 12 months.",,quick_ratio=0.03184935538299885 | liabilities_to_assets=0.9928604463384889 | interest_coverage=-22.629506641366223
766704,2025-04-01,0,,healthy,0.6,5.0,0.05,11,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_prior_distress_events|get_metric|get_trend|get_trend,0,"The company is in a healthy financial position. The liabilities-to-assets ratio is low (0.36) and has shown a consistent downward trend over the last five years, indicating improving solvency. Return on assets is positive and recovering. Furthermore, the latest 10-K contains no auditor going-concern doubt or material weaknesses, and there have been no credit-related filing events or prior distress signals.",Missing current_assets and current_liabilities tags prevented the calculation of liquidity metrics like the quick_ratio and the Ohlson O-score.,liabilities_to_assets=0.361876235054455 | return_on_assets=0.0190590692305986
812074,2025-04-01,0,,severe_risk,0.9,88.0,0.88,10,model_finished,1,available_periods|check_going_concern|get_filing_events|get_metric|get_metric|get_metric|get_metric|get_trend|get_trend|get_prior_distress_events,0,"The company is in severe financial distress. The interest coverage ratio has collapsed to 0.11, meaning operating income barely covers interest expenses. ROA is negative and declining. Two material impairment charges (8-K code 2.06) in late 2024 further signal asset devaluation. Most critically, the absence of 'total_liabilities' in the filings (which rendered the O-score and liabilities-to-assets metrics uncomputable) is a strong indicator of reporting distress or extreme balance sheet instability. While there is no auditor's going-concern doubt yet, the quantitative trends are overwhelmingly negative.",,interest_coverage=0.1134 | return_on_assets=-0.0122 | quick_ratio=0.7014
818686,2025-04-01,0,,elevated_risk,0.8,48.0,0.48,12,model_finished,1,available_periods|check_going_concern|get_filing_events|get_metric|get_metric|get_metric|get_metric|get_metric|get_trend|get_trend|get_peer_comparison|check_threshold,0,"The company exhibits several strong distress signals: negative interest coverage, negative return on assets, and high leverage (liabilities to assets of 0.85). A quick ratio below 1.0 suggests tight liquidity. Additionally, the company reported a material weakness in internal controls over financial reporting. These fundamental weaknesses are partially offset by the absence of an auditor's going-concern qualification and the lack of recent credit-related filing events. The combination of poor fundamentals and a lack of immediate triggers places the company in an elevated risk category.",,interest_coverage=-0.302395209580838 | liabilities_to_assets=0.854549153231958 | quick_ratio=0.745936230071897 | return_on_assets=-0.0416772618623811
895419,2025-04-01,1,90,severe_risk,0.9,82.0,0.82,12,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|get_line_item|get_line_item|get_line_item|get_line_item|check_going_concern|get_filing_events,0,"The company is in severe distress. The most critical evidence is the explicit 'going concern' doubt disclosed in the 10-Q filed on 2025-01-30, where management admits to substantial doubt about the company's ability to continue for the next 12 months. This is supported by a negative interest coverage ratio (-1.81) and negative return on assets (-10.8%), indicating that the company is losing money and cannot service its debt from operations. While the quick ratio is high (3.85), suggesting some remaining liquidity, the fundamental insolvency and the auditor/management warning make bankruptcy a high probability.",,quick_ratio=3.8462347813016686 | interest_coverage=-1.8079577750710516 | return_on_assets=-0.10823334919720462
927653,2025-04-01,0,,healthy,0.9,8.0,0.08,12,model_finished,1,available_periods|check_going_concern|get_filing_events|get_metric|get_metric|get_metric|get_line_item|get_line_item|get_line_item|get_line_item|get_line_item|get_metric,0,"The company shows strong operational health with an interest coverage ratio of 15.51, indicating it can easily meet its debt obligations. While the quick ratio is low (0.51) and current liabilities are high relative to total assets, the absence of any going-concern doubts, material weaknesses, or credit-related filing events (8-Ks) suggests these are structural characteristics of the business rather than signs of imminent distress. The strong coverage ratio is the primary indicator of stability here.",,quick_ratio=0.51 | interest_coverage=15.51 | total_assets=67443000000.0 | current_liabilities=52357000000.0
936468,2025-04-01,0,,healthy,1.0,5.0,0.05,11,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_prior_distress_events|get_trend|get_trend,0,"The company exhibits strong financial health across most key metrics. It is profitable (ROA 9.6%) and can easily cover its interest payments (Interest Coverage 6.77). While the liabilities-to-assets ratio is high (0.89) and the quick ratio has trended slightly downward, these are not indicative of imminent distress given the overall profitability and the absence of any going concern warnings, material weaknesses, or credit-related filing events. The Ohlson O-score is also well within the healthy range.",,ohlson_o_score=-6.46 | quick_ratio=0.95 | interest_coverage=6.77 | return_on_assets=0.096 | liabilities_to_assets=0.89
1058623,2025-04-01,1,337,severe_risk,0.8,82.0,0.82,12,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_trend|get_trend|get_peer_comparison|check_threshold,0,"The company exhibits severe financial distress. The liabilities-to-assets ratio is nearly 1.0 (0.99), meaning the company is on the verge of technical insolvency. This is compounded by a negative interest coverage ratio (-3.48) and a negative return on assets (-0.25), showing the company is losing money and cannot service its debt from operations. Furthermore, the company has received two delisting notices (8-K filings in Dec 2024 and Mar 2025), which are strong indicators of regulatory and financial instability. While the quick ratio remains above 1.0, its downward trend and the overall solvency crisis make a bankruptcy filing within 12 months highly likely.",,liabilities_to_assets=0.9937862546696953 | interest_coverage=-3.484754634678299 | return_on_assets=-0.2532107926615051 | quick_ratio=1.854198747178161
1159167,2025-04-01,1,257,severe_risk,1.0,92.0,0.92,10,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_prior_distress_events|get_trend,0,"The company is in severe financial distress. The auditor explicitly expressed substantial doubt about the company's ability to continue as a going concern in the 10-K filed on 2025-03-12, citing operating losses and negative cash flows. This is corroborated by a negative interest coverage ratio (-4.79), high leverage (liabilities to assets of 0.88), and a multi-year trend of negative return on assets. Additionally, a covenant breach was reported in an 8-K filing on 2024-01-29. These factors combined indicate a very high probability of bankruptcy within the next 12 months.",,interest_coverage=-4.788372093023256 | liabilities_to_assets=0.8813512691397827 | return_on_assets=-0.28193677260107297
1164727,2025-04-01,0,,healthy,1.0,2.0,0.02,10,model_finished,1,available_periods|check_going_concern|get_filing_events|get_metric|get_metric|get_metric|get_metric|get_metric|get_trend|get_trend,0,"The company exhibits strong financial health across multiple dimensions. There are no auditor going-concern doubts or material weaknesses, and no credit-related filing events (8-Ks) in the last 540 days. The Ohlson O-Score is deeply negative, suggesting a very low probability of distress. Liquidity is solid with a quick ratio of 1.63, and leverage is low with a liabilities-to-assets ratio of 0.47. Furthermore, profitability has improved significantly, with ROA turning positive (5.9%) after two years of losses.",,ohlson_o_score=-9.766374494237311 | quick_ratio=1.6273366034734191 | liabilities_to_assets=0.4656693109017019 | return_on_assets=0.05941542884523239
1220754,2025-04-01,1,141,severe_risk,0.9,87.0,0.87,8,model_finished,1,available_periods|check_going_concern|get_metric|get_metric|get_metric|get_metric|get_filing_events|get_metric,0,"The company is in severe distress. The most critical signal is the auditor's explicit 'going concern' doubt in the latest 10-K (filed 2025-03-06), citing obligations coming due within one year. This is corroborated by a liabilities-to-assets ratio of 1.02, indicating negative equity, and a negative return on assets of -12.17%. While the Ohlson O-Score was unexpectedly low, the auditor's statement and the balance sheet insolvency are primary indicators of a high probability of bankruptcy filing within the next 12 months.",,liabilities_to_assets=1.0232565168297536 | return_on_assets=-0.12166723487183952 | quick_ratio=0.7932486140779575
1326380,2025-04-01,0,,healthy,1.0,2.0,0.02,9,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_prior_distress_events,0,"The company exhibits exceptionally strong credit metrics. It has very high liquidity (Quick Ratio 7.33), very low leverage (Liabilities to Assets 0.16), and a very low Ohlson O-score (-11.44). There are no going concern warnings, no material weaknesses, and no history of distress events. A single auditor change was noted, but it is not accompanied by any other signs of financial instability.",,ohlson_o_score=-11.44 | quick_ratio=7.33 | liabilities_to_assets=0.16 | return_on_assets=0.022
1333986,2025-04-01,0,,elevated_risk,0.6,72.0,0.72,12,model_finished,1,available_periods|check_going_concern|get_filing_events|get_metric|get_metric|get_metric|get_metric|get_metric|get_trend|get_prior_distress_events|get_peer_comparison|check_threshold,0,"The company exhibits severe financial fragility characterized by an extremely high liabilities-to-assets ratio of 98.8%, which has deteriorated steadily over the last five years. This indicates a very thin equity cushion, leaving the company highly vulnerable to even minor asset devaluation or operational setbacks. While the auditor has not issued a going-concern doubt and there are no recent credit events (8-Ks), the balance sheet is precarious. The marginally positive ROA suggests the company is barely sustaining itself. The lack of available liquidity metrics (quick ratio) and interest coverage further obscures the immediate cash position, but the overall leverage profile is a significant distress signal.","Liquidity ratios (quick ratio) and interest coverage were undefined due to missing line items in the filings, preventing a full assessment of short-term solvency and debt service capacity.",liabilities_to_assets=0.9879404865716236 | return_on_assets=0.004417540373006699
1341439,2025-04-01,0,,healthy,0.6,14.0,0.14,12,model_finished,1,available_periods|check_going_concern|get_filing_events|get_metric|get_metric|get_line_item|get_metric|get_metric|get_metric|get_trend|get_trend|get_peer_comparison,0,"The company exhibits strong profitability (improving ROA) and a healthy interest coverage ratio, suggesting it can meet its debt obligations. There are no auditor going-concern doubts or recent credit-related 8-K filings. The primary concern is a three-year deteriorating trend in the quick ratio, which has fallen to 0.70, indicating tightening liquidity. However, this is offset by the company's operational performance.","Total liabilities were not tagged in the latest filings, which prevented the calculation of the liabilities-to-assets ratio and the Ohlson O-Score.",quick_ratio=0.7044128835911743 | interest_coverage=4.3690950483779165 | return_on_assets=0.07424668028600613
1411579,2025-04-01,0,,severe_risk,0.9,78.0,0.78,12,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_trend|get_trend|get_trend|get_peer_comparison,0,"The company is in a state of technical insolvency with a liabilities-to-assets ratio of 1.21, meaning its total obligations exceed its total assets. This is compounded by a negative interest coverage ratio (-0.18), indicating that operating income is insufficient to service debt. While the auditor has not issued a going-concern qualification and there are no recent 8-K credit events, the fundamental balance sheet and income statement metrics are characteristic of severe credit distress. The persistence of these trends over the last three years suggests a structural inability to return to solvency without significant intervention.",,liabilities_to_assets=1.2134586238254017 | interest_coverage=-0.1787243633085418 | quick_ratio=0.5428702430077946 | return_on_assets=-0.04275234919672628
1455684,2025-04-01,1,132,severe_risk,0.9,78.0,0.78,12,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_trend|get_trend|get_peer_comparison|check_threshold,0,"The company is in a state of severe financial distress, characterized by technical insolvency (liabilities to assets ratio of 1.54) and an inability to cover interest expenses from operations. The liabilities-to-assets trend has deteriorated sharply over the last five years, moving from 0.79 to 1.54. A material impairment was also reported in mid-2024. While the auditor has not yet issued a going-concern qualification and the quick ratio suggests some remaining short-term liquidity, the structural insolvency and negative earnings make a bankruptcy filing within 12 months highly probable if capital is not raised or debt restructured.",,liabilities_to_assets=1.538996973127845 | interest_coverage=-1.176314650508548 | return_on_assets=-0.3476094064095751 | quick_ratio=0.9306999628666914
1456772,2025-04-01,1,212,severe_risk,0.9,88.0,0.88,10,model_finished,1,available_periods|check_going_concern|get_metric|get_metric|get_metric|get_metric|get_filing_events|get_trend|get_metric|get_peer_comparison,0,"The company is in severe financial distress. The auditor has explicitly stated there is substantial doubt about the company's ability to continue as a going concern in the 10-K filed 2025-02-13. This is further evidenced by a recent delisting notice (8-K filed 2025-03-26), a negative return on assets (-3.56%), and a steadily increasing liabilities-to-assets ratio (0.698). The inability to compute key liquidity metrics like the quick ratio or Ohlson O-score due to missing line items in the filings is often a sign of reporting distress. The combination of a going concern warning and a delisting notice indicates a very high probability of bankruptcy within the next 12 months.",,liabilities_to_assets=0.6983993348483081 | return_on_assets=-0.03560879536486804
1532286,2025-04-01,1,306,elevated_risk,0.8,68.0,0.68,12,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_trend|get_trend|get_metric|get_peer_comparison|get_prior_distress_events,0,"The company exhibits severe solvency and debt-service issues, with a liabilities-to-assets ratio over 1.0 and an interest coverage ratio well below 1.0. A delisting notice in October 2024 further signals distress. While the quick ratio suggests sufficient short-term liquidity and the auditor has not yet issued a going-concern qualification, the underlying structural insolvency and inability to service debt from operations create a high probability of distress.",,liabilities_to_assets=1.1834723780535221 | interest_coverage=0.174197696849243 | quick_ratio=1.4676926850205407 | return_on_assets=-0.11409258045523722
1705012,2025-04-01,1,300,severe_risk,0.9,88.0,0.88,12,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_trend|get_trend|get_metric|get_metric|get_peer_comparison,0,"The company exhibits extreme credit distress. It is technically insolvent (liabilities to assets > 1.0) and suffers from a critical liquidity crisis (current ratio < 0.3). Furthermore, it is unable to cover its interest expenses from operating income (negative interest coverage) and is reporting significant losses (negative ROA). While the auditor has not yet issued a going concern qualification and no recent 8-K credit events were found, the quantitative financial position is unsustainable and highly indicative of a bankruptcy filing within the next 12 months.",,liabilities_to_assets=1.3534903636270554 | current_ratio=0.2951031791791255 | interest_coverage=-0.43307347818875436 | return_on_assets=-0.14726205380482757
1758057,2025-04-01,1,258,severe_risk,0.9,88.0,0.88,9,model_finished,1,available_periods|check_going_concern|get_filing_events|get_metric|get_metric|get_metric|get_metric|get_metric|get_trend,0,"The company exhibits multiple severe distress signals. Financially, it is insolvent (liabilities/assets = 1.6) and suffering catastrophic losses (ROA = -74.8%), with an O-Score that has spiked to 0.64. Operationally, it cannot service its debt (interest coverage = -16.09). These fundamentals are compounded by critical governance failures: a delisting notice (8-K 3.01), a late 10-Q filing (NT 10-Q), and a change in certifying accountant (8-K 4.01) all within the last 6 months. While the quick ratio is high (3.8), this likely represents a remaining cash buffer that is being rapidly depleted by losses. The convergence of insolvency, operational collapse, and reporting failures makes a bankruptcy filing highly probable within the next 12 months.",,ohlson_o_score=0.644 | liabilities_to_assets=1.605 | return_on_assets=-0.748 | interest_coverage=-16.09
1772695,2025-04-01,1,68,severe_risk,0.9,85.0,0.85,11,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_trend|get_trend,0,"The company is in severe distress. The most critical evidence is the auditor's 'going concern' qualification in the latest 10-K (filed 2025-03-03), which explicitly states substantial doubt about the company's ability to continue as a going concern. This qualitative warning is supported by quantitative deterioration: the quick ratio has fallen significantly from 1.47 in 2022 to 0.68 in 2024, liabilities to assets are high at 0.80, and the company has suffered persistent net losses (negative ROA) for three consecutive years.",,quick_ratio=0.6804965586428263 | liabilities_to_assets=0.7989251517500882 | return_on_assets=-0.02754989460223718
1856437,2025-04-01,0,,healthy,0.9,12.0,0.12,11,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_trend|get_trend|check_going_concern|get_filing_events|get_metric|get_peer_comparison,0,"The company exhibits high leverage (liabilities to assets of 0.85) and low liquidity (quick ratio of 0.35). However, these metrics are stable or improving over a 5-year period. The company is profitable (ROA 3.6%) and maintains a healthy interest coverage ratio (3.6), indicating it can comfortably service its debt. The Ohlson O-score is strongly negative, and there are no auditor going-concern warnings or recent credit-related filing events. The overall profile is that of a highly leveraged but stable and profitable entity.",,ohlson_o_score=-5.565323653463352 | quick_ratio=0.35345454545454547 | interest_coverage=3.604651162790698 | liabilities_to_assets=0.853486319505737 | return_on_assets=0.03640776699029126
